Accession,Population,Tray,Plant_ID,Treatment,rand_placement_within_tray,Placement,flow_fresh_tissue_weight,DNA_content,FLOW,Cytotype,leaf_1_chlorophyll,leaf_1_fresh_mass,leaf_1_dry_mass,leaf_1_area_cm,leaf_1_area_m,leaf_1_SLA,leaf_1_perimeter_cm,leaf_1_DMC,leaf_2_chlorophyll,leaf_2_fresh_mass,leaf_2_dry_mass,leaf_2_area_cm,leaf_2_area_m,leaf_2_SLA,leaf_2_perimeter,leaf_2_DMC,leaf_3_chlorophyll,leaf_3_fresh_mass,leaf_3_dry_mass,leaf_3_area,leaf_3_area_m,leaf_3_SLA,leaf_3_perimeter,leaf_3_DMC,avg_leaf_dry_mass,avg_chlorophyll,avg_DMC,est_flo_dry_leaf_weight,avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,aboveground_dry_mass,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,root_to_shoot_raio,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,normalized_rhizome_mass,normalized_fine_roots_mass
Santa5-2018,Santa,31,754,C,NA,NA,0.0137,1.08,Y,Treated Diploid,45.1,0.0757,0.0271,2.72,0.0272,1.003690037,6.98,0.357992074,50.1,0.0977,0.0324,3.53,0.0353,1.089506173,7.85,0.331627431,NA,NA,NA,NA,NA,NA,NA,NA,0.02975,47.6,0.344809753,NA,1.046598105,0,0,0,0,0,0.1429,0.1429,0.0694,0.2123,0.485654304,0.0338,0.0356,0,0.673104098,0.159208667,0.167687235
Santa10-2018,Santa,2,98,C,0.192595175,5,0.0655,0.843,Y,Treated Diploid,39.7,0.0622,0.0214,2.38,0.0238,1.112149533,6.36,0.344051447,44.9,0.0673,0.0246,2.42,0.0242,0.983739837,6.51,0.365527489,43.3,0.0663,0.024,2.51,0.0251,1.045833333,6.65,0.36199095,0.023333333,42.63333333,0.357189962,0.021729265,1.047240901,0,0,0,0,0,0.2604,0.282129265,0.1622,0.444329265,0.574913772,0.0735,0.0887,0,0.634955397,0.165417869,0.199626734
Blue8-2018,Blue,3,387,C,0.795613554,13,0.107,NA,,Treated Diploid,47.6,0.0847,0.029,2.97,0.0297,1.024137931,7.77,0.342384888,46.8,0.0781,0.0261,2.82,0.0282,1.08045977,7.78,0.33418694,NA,NA,NA,NA,NA,NA,NA,NA,0.02755,47.2,0.338285914,NA,1.052298851,0,1,0,0,1,0.2014,0.2014,0.1816,0.383,0.901688183,0.1088,0.0728,0,0.525848564,0.284073107,0.190078329
Santa9-2018,Santa,6,62,C,0.159103098,5,0.0276,0.998,Y,Treated Diploid,49.7,0.0886,0.0292,3.06,0.0306,1.047945205,7.28,0.329571106,46.2,0.0784,0.028,2.96,0.0296,1.057142857,7.33,0.357142857,NA,NA,NA,NA,NA,NA,NA,NA,0.0286,47.95,0.343356982,NA,1.052544031,0,1,0,0,1,0.2416,0.2416,0.1347,0.3763,0.557533113,0.0729,0.0618,0,0.642040925,0.193728408,0.164230667
Blue11-2018,Blue,31,756,C,NA,NA,0.0445,0.998,Y,Treated Diploid,42.8,0.1313,0.0362,4.01,0.0401,1.107734807,8.36,0.275704494,46,0.1233,0.038,3.8,0.038,1,7.92,0.308191403,NA,NA,NA,NA,NA,NA,NA,NA,0.0371,44.4,0.291947949,NA,1.053867404,0,0,0,0,0,0.1703,0.1703,0.113,0.2833,0.663534938,0.0454,0.0676,0,0.601129545,0.160254148,0.238616308
Santa11-2018,Santa,12,132,H,0.160028773,3,0.0563,1.123,Y,Treated Diploid,57.4,0.1874,0.0618,6.71,0.0671,1.085760518,11.5,0.32977588,54.4,0.2079,0.0704,7.07,0.0707,1.004261364,11.48,0.338624339,57.6,0.1837,0.061,6.54,0.0654,1.072131148,11.22,0.332063146,0.0644,56.46666667,0.333487788,0.018248477,1.05405101,1,1,1,1,4,1.0394,1.057648477,0.153,1.210648477,0.14466054,0.0573,0.0957,0,0.873621449,0.047330006,0.079048544
Santa4-2018,Santa,8,328,C,0.334376494,6,0.0438,0.956,Y,Untreated Diploid,49.1,0.086,0.0292,3.15,0.0315,1.078767123,7.44,0.339534884,48.7,0.0953,0.0333,3.43,0.0343,1.03003003,7.78,0.349422875,NA,NA,NA,NA,NA,NA,NA,NA,0.03125,48.9,0.34447888,NA,1.054398577,0,1,0,1,2,0.1435,0.1435,0.1462,0.2897,1.018815331,0.0881,0.0581,0,0.495340007,0.304107698,0.200552295
Blue19-2018,Blue,8,184,C,0.41731977,9,0.0115,0.887,Y,Treated Diploid,44.9,0.0765,0.0286,3.1,0.031,1.083916084,8.06,0.373856209,48.7,0.0832,0.0302,3.1,0.031,1.026490066,7.9,0.362980769,NA,NA,NA,NA,NA,NA,NA,NA,0.0294,46.8,0.368418489,NA,1.055203075,0,0,0,0,0,0.2761,0.2761,0.2654,0.5415,0.961245925,0.1852,0.0802,0,0.509879963,0.342012927,0.14810711
Santa10-2018,Santa,20,104,L,0.493471637,8,NA,NA,,Treated Diploid,41,0.0391,0.0151,1.63,0.0163,1.079470199,5.41,0.386189258,39.3,0.0377,0.0154,1.59,0.0159,1.032467532,5.45,0.408488064,NA,NA,NA,NA,NA,NA,NA,NA,0.01525,40.15,0.397338661,NA,1.055968866,1,1,1,1,4,0.0894,0.0894,0.0691,0.1585,0.772930649,0.0421,0.027,0,0.564037855,0.265615142,0.170347003
KB2-8,KB,19,79,L,0.024939169,1,NA,NA,,Treated Diploid,55.5,0.032,0.0107,1.13,0.0113,1.056074766,4.72,0.334375,52.6,0.0317,0.0118,1.25,0.0125,1.059322034,4.83,0.372239748,NA,NA,NA,NA,NA,NA,NA,NA,0.01125,54.05,0.353307374,0.027968258,1.0576984,0,1,0,0,1,0.0409,0.068868258,0.0326,0.101468258,0.473367571,0.0198,0.0128,0,0.67871726,0.195134916,0.126147824
Blue5-2018,Blue,31,746,C,NA,NA,0.0167,1.007,Y,Treated Diploid,46.7,0.0848,0.0295,2.94,0.0294,0.996610169,7.2,0.347877358,40.7,0.09,0.0298,3.34,0.0334,1.120805369,7.66,0.331111111,NA,NA,NA,NA,NA,NA,NA,NA,0.02965,43.7,0.339494235,NA,1.058707769,0,1,0,0,1,0.1734,0.1734,0.1637,0.3371,0.944059977,0.098,0.0657,0,0.514387422,0.290714921,0.194897656
Blue2-1,Blue,8,208,C,0.140026857,4,0.0279,1.081,Y,Untreated Diploid,50.2,0.0873,0.0289,3.13,0.0313,1.083044983,7.5,0.331042383,47.2,0.0855,0.0302,3.13,0.0313,1.036423841,7.66,0.353216374,NA,NA,NA,NA,NA,NA,NA,NA,0.02955,48.7,0.342129379,NA,1.059734412,0,1,0,0,1,0.1997,0.1997,0.1055,0.3052,0.528292439,0.0751,0.0304,0,0.654325033,0.246068152,0.099606815
KB2-8,KB,11,83,H,0.947904401,18,0.1054,1.055,Y,Treated Diploid,51.2,0.1992,0.0572,5.94,0.0594,1.038461538,10.78,0.287148594,55.7,0.1843,0.0533,5.19,0.0519,0.973733583,9.57,0.289202387,47.4,0.1645,0.0459,5.39,0.0539,1.174291939,9.87,0.279027356,0.052133333,51.43333333,0.285126112,0.006410091,1.062162353,0,0,0,0,0,0.7409,0.747310091,0.4045,1.151810091,0.541274639,0.1322,0.2723,0,0.648813634,0.114775865,0.2364105
Santa5-2018,Santa,4,460,C,0.701402107,14,0.0299,1.007,Y,Treated Diploid,44.2,0.0631,0.0231,2.48,0.0248,1.073593074,6.7,0.366085578,49.3,0.0816,0.0273,2.88,0.0288,1.054945055,6.96,0.334558824,NA,NA,NA,NA,NA,NA,NA,NA,0.0252,46.75,0.350322201,NA,1.064269065,0,0,0,0,0,0.2778,0.2778,0.133,0.4108,0.478761699,0.0638,0.0692,0,0.67624148,0.155306719,0.168451801
Santa17-2018,Santa,8,88,C,0.59646749,15,0.0259,1.017,Y,Treated Diploid,50.3,0.0889,0.0298,3.3,0.033,1.10738255,7.48,0.335208099,49.7,0.0866,0.0303,3.1,0.031,1.02310231,7.51,0.349884527,NA,NA,NA,NA,NA,NA,NA,NA,0.03005,50,0.342546313,NA,1.06524243,0,0,0,0,0,0.2803,0.2803,0.197,0.4773,0.702818409,0.1371,0.0599,0,0.58726168,0.287240729,0.125497591
KB2-2,KB,2,290,C,0.76057873,16,0.0615,1.064,Y,Untreated Diploid,44,0.0998,0.0339,3.29,0.0329,0.970501475,8.35,0.339679359,47.5,0.0964,0.0257,2.97,0.0297,1.155642023,7.91,0.26659751,48.8,0.1087,0.0313,3.36,0.0336,1.073482428,8.39,0.287948482,0.0303,46.76666667,0.298075117,0.022782675,1.066541975,0,0,0,0,0,0.135,0.157782675,0.1398,0.297582675,0.886028837,0.0701,0.0697,0,0.530214587,0.235564789,0.234220625
Blue11-2018,Blue,31,752,C,NA,NA,0.0055,1.234,Y,Treated Diploid,49.2,0.0474,0.0165,1.73,0.0173,1.048484848,5.93,0.348101266,45.8,0.0366,0.013,1.41,0.0141,1.084615385,5.58,0.355191257,NA,NA,NA,NA,NA,NA,NA,NA,0.01475,47.5,0.351646262,0.012041186,1.066550117,0,0,0,0,0,0.0924,0.104441186,0.0246,0.129041186,0.235539263,0.0071,0.0175,0,0.80936319,0.055021193,0.135615617
CheneyA-2018,Cheney,22,282,L,0.498207138,10,NA,NA,,Untreated Diploid,38.6,0.0347,0.0126,1.39,0.0139,1.103174603,4.8,0.363112392,36.6,0.0326,0.0128,1.32,0.0132,1.03125,4.91,0.392638037,NA,NA,NA,NA,NA,NA,NA,NA,0.0127,37.6,0.377875215,0.010705066,1.067212302,0,0,0,0,0,0.0637,0.074405066,0.0782,0.152605066,1.051003705,0.0472,0.031,0,0.48756616,0.309295106,0.203138735
Blue2-2018,Blue,11,179,H,0.936158591,17,0.0709,1.142,Y,Treated Diploid,64.8,0.2169,0.0632,6.85,0.0685,1.083860759,11.41,0.291378515,58.7,0.2119,0.0627,6.86,0.0686,1.094098884,11.37,0.29589429,57.8,0.2299,0.0689,7.07,0.0707,1.026124819,11.94,0.29969552,0.064933333,60.43333333,0.295656108,0.019261564,1.068028154,0,0,0,0,0,0.9668,0.986061564,0.5036,1.489661564,0.510718619,0.1688,0.3348,0,0.661936636,0.113314329,0.224749036
Santa14-2018,Santa,3,51,C,0.685235518,11,0.0633,1.251,Y,Treated Diploid,44.6,0.0795,0.0276,2.96,0.0296,1.072463768,7.29,0.347169811,45.2,0.0822,0.0285,3.04,0.0304,1.066666667,7.43,0.346715328,NA,NA,NA,NA,NA,NA,NA,NA,0.02805,44.9,0.34694257,NA,1.069565218,0,0,0,0,0,0.179,0.179,0.1345,0.3135,0.751396648,0.084,0.0505,0,0.570972887,0.267942584,0.16108453
Blue1-3,Blue,2,194,C,0.276034246,7,NA,NA,,Untreated Diploid,50.5,0.0668,0.0226,2.37,0.0237,1.048672566,6.59,0.338323353,52.3,0.0589,0.0202,2.21,0.0221,1.094059406,6.38,0.34295416,NA,NA,NA,NA,NA,NA,NA,NA,0.0214,51.4,0.340638757,NA,1.071365986,0,0,0,0,0,0.0972,0.0972,0.1136,0.2108,1.16872428,0.0635,0.0501,0,0.461100569,0.301233397,0.237666034
CheneyA-2018,Cheney,6,422,C,0.71183287,15,0.0212,1.116,Y,Treated Diploid,47.4,0.0765,0.0293,3.24,0.0324,1.105802048,7.63,0.383006536,52.9,0.0878,0.0323,3.35,0.0335,1.037151703,7.63,0.367881549,NA,NA,NA,NA,NA,NA,NA,NA,0.0308,50.15,0.375444043,NA,1.071476876,0,1,0,0,1,0.2188,0.2188,0.1739,0.3927,0.794789762,0.0825,0.0914,0,0.557168322,0.210084034,0.232747645
CheneyA-2018,Cheney,8,280,C,0.806393476,18,0.0395,0.9,Y,Untreated Diploid,42.8,0.0758,0.0246,2.85,0.0285,1.158536585,7,0.324538259,45.7,0.0901,0.0333,3.29,0.0329,0.987987988,7.61,0.369589345,NA,NA,NA,NA,NA,NA,NA,NA,0.02895,44.25,0.347063802,NA,1.073262287,0,0,0,0,0,0.2067,0.2067,0.1466,0.3533,0.709240445,0.0767,0.0699,0,0.585055194,0.217095952,0.197848854
Santa16-2018,Santa,22,114,L,0.198738662,5,NA,NA,,Treated Diploid,40.4,0.0429,0.016,1.55,0.0155,0.96875,5.15,0.372960373,38.8,0.0446,0.0143,1.69,0.0169,1.181818182,5.36,0.320627803,NA,NA,NA,NA,NA,NA,NA,NA,0.01515,39.6,0.346794088,0.018359221,1.075284091,0,0,0,0,0,0.0629,0.081259221,0.0448,0.126059221,0.551322046,0.022,0.0228,0,0.64461148,0.174521148,0.180867372
Blue8-2018,Blue,4,388,C,0.165956431,3,0.031,0.959,Y,Treated Diploid,44.9,0.1001,0.0354,3.76,0.0376,1.062146893,8.59,0.353646354,41.5,0.0818,0.0296,3.23,0.0323,1.091216216,7.97,0.361858191,NA,NA,NA,NA,NA,NA,NA,NA,0.0325,43.2,0.357752273,NA,1.076681555,0,0,1,0,1,0.2881,0.2881,0.2302,0.5183,0.799028115,0.1303,0.0999,0,0.555855682,0.251398804,0.192745514
Blue2-2,Blue,19,223,L,0.480801155,12,NA,NA,,Untreated Diploid,43,0.0437,0.0135,1.48,0.0148,1.096296296,5.42,0.308924485,45.3,0.0364,0.0122,1.29,0.0129,1.057377049,4.89,0.335164835,NA,NA,NA,NA,NA,NA,NA,NA,0.01285,44.15,0.32204466,0.014115199,1.076836673,0,1,0,0,1,0.0625,0.076615199,0.0395,0.116115199,0.515563498,0.0231,0.0164,0,0.659820589,0.198940364,0.141239047
Cheney2-2018,Cheney,24,260,L,0.517681898,9,NA,NA,,Untreated Diploid,39.4,0.036,0.0144,1.59,0.0159,1.104166667,5.31,0.4,39.6,0.0313,0.0138,1.45,0.0145,1.050724638,5.13,0.440894569,NA,NA,NA,NA,NA,NA,NA,NA,0.0141,39.5,0.420447285,0.012854338,1.077445653,0,0,0,0,0,0.0743,0.087154338,0.0793,0.166454338,0.909880126,0.0375,0.0418,0,0.523593071,0.225287009,0.25111992
Cheney7-2018,Cheney,12,276,H,0.188393934,4,0.0375,1.094,Y,Untreated Diploid,48.7,0.2346,0.0736,8.08,0.0808,1.097826087,12.74,0.31372549,46.8,0.2389,0.0711,8.46,0.0846,1.189873418,13.12,0.297614064,49.6,0.2148,0.0756,7.16,0.0716,0.947089947,11.97,0.351955307,0.073433333,48.36666667,0.321098287,0.018141881,1.078263151,0,0,0,0,0,1.0422,1.060341881,0.2868,1.347141881,0.2704788,0.0971,0.1897,0,0.78710483,0.072078525,0.140816645
Cheney2-2018,Cheney,22,258,L,0.54211363,11,NA,NA,,Untreated Diploid,37.8,0.0299,0.0113,1.22,0.0122,1.079646018,4.67,0.377926421,43.3,0.0369,0.0134,1.45,0.0145,1.082089552,4.97,0.363143631,NA,NA,NA,NA,NA,NA,NA,NA,0.01235,40.55,0.370535026,0.008237299,1.080867785,0,0,0,0,0,0.0363,0.044537299,0.0329,0.077437299,0.738706674,0.0125,0.0204,0,0.57514014,0.161420919,0.26343894
KB2-2,KB,12,300,H,0.822422496,15,0.0506,1.089,Y,Untreated Diploid,53.1,0.3087,0.0832,9.11,0.0911,1.094951923,12.66,0.269517331,50.1,0.2551,0.0711,7.82,0.0782,1.099859353,12.05,0.27871423,52.6,0.2834,0.0818,8.59,0.0859,1.050122249,12.87,0.288637968,0.0787,51.93333333,0.27895651,0.014595218,1.081644508,0,0,0,0,0,0.9575,0.972095218,0.4386,1.410695218,0.451190369,0.2711,0.1675,0,0.689089469,0.192174749,0.118735782
Blue2-2018,Blue,10,178,H,0.107603785,3,0.0418,1.055,Y,Treated Diploid,51.4,0.1199,0.0383,4.03,0.0403,1.052219321,10,0.319432861,50.9,0.1743,0.0523,5.8,0.058,1.108986616,11.24,0.300057372,51.2,0.1531,0.0464,5.04,0.0504,1.086206897,10.72,0.303069889,0.045666667,51.16666667,0.307520041,0.007001956,1.082470945,0,1,0,0,1,1.1361,1.143101956,0.4905,1.633601956,0.429095583,0.2058,0.2847,0,0.699743259,0.125979281,0.17427746
Santa14-2018,Santa,1,49,C,0.737708362,16,0.0678,0.83,Y,Treated Diploid,48.6,0.0595,0.0214,2.37,0.0237,1.107476636,6.57,0.359663866,49.2,0.0705,0.0243,2.57,0.0257,1.057613169,6.68,0.344680851,NA,NA,NA,NA,NA,NA,NA,NA,0.02285,48.9,0.352172359,NA,1.082544903,0,0,0,0,0,0.1936,0.1936,0.138,0.3316,0.712809917,0.0804,0.0576,0,0.583835947,0.242460796,0.173703257
Santa5-2018,Santa,3,459,C,0.929864583,18,0.0983,1.003,Y,Treated Diploid,40.9,0.0774,0.0277,2.99,0.0299,1.079422383,7.39,0.357881137,43,0.0712,0.0253,2.75,0.0275,1.086956522,6.9,0.355337079,NA,NA,NA,NA,NA,NA,NA,NA,0.0265,41.95,0.356609108,NA,1.083189453,0,0,0,0,0,0.2004,0.2004,0.1148,0.3152,0.572854291,0.0588,0.056,0,0.635786802,0.186548223,0.177664975
Blue19-2018,Blue,22,186,L,0.048027216,1,NA,NA,,Treated Diploid,43.9,0.0215,0.0088,0.83,0.0083,0.943181818,3.94,0.409302326,35.7,0.0218,0.0075,0.92,0.0092,1.226666667,4.16,0.344036697,NA,NA,NA,NA,NA,NA,NA,NA,0.00815,39.8,0.376669512,0.030013355,1.084924243,0,0,0,0,0,0.0693,0.099313355,0.0771,0.176413355,0.776330635,0.0599,0.0172,0,0.562958258,0.339543455,0.097498287
Cheney2-2018,Cheney,14,406,H,0.372643553,11,0.0392,1.213,Y,Treated Diploid,60.7,0.1998,0.06,6.08,0.0608,1.013333333,10.85,0.3003003,59.8,0.1917,0.0528,5.87,0.0587,1.111742424,10.82,0.27543036,NA,NA,0.0608,6.89,0.0689,1.133223684,11.45,NA,0.057866667,60.25,0.28786533,0.01405576,1.086099814,0,0,0,0,0,0.9096,0.92365576,0.3714,1.29505576,0.402097855,0.189,0.1824,0,0.713216981,0.145939662,0.140843356
Blue2-3,Blue,22,234,L,0.236722973,7,NA,NA,,Untreated Diploid,38.1,0.0413,0.0156,1.64,0.0164,1.051282051,5.46,0.377723971,35.6,0.0428,0.0144,1.62,0.0162,1.125,5.67,0.336448598,NA,NA,NA,NA,NA,NA,NA,NA,0.015,36.85,0.357086285,0.009458718,1.088141026,0,0,0,0,0,0.0724,0.081858718,0.0439,0.125758718,0.536289855,0.0181,0.0258,0,0.650918833,0.143926404,0.205154763
Cheney7-2018,Cheney,1,265,C,0.694061777,15,0.072,NA,,Untreated Diploid,40.5,0.0556,0.0187,2.12,0.0212,1.13368984,5.95,0.336330935,46.2,0.0719,0.0234,2.44,0.0244,1.042735043,6.62,0.325452017,NA,NA,NA,NA,NA,NA,NA,NA,0.02105,43.35,0.330891476,NA,1.088212442,1,1,1,1,4,0.0791,0.0791,0.0648,0.1439,0.819216182,0.0398,0.025,0,0.549687283,0.276580959,0.173731758
Cheney3-2018,Cheney,2,410,C,0.292160468,8,0.0639,NA,,Treated Diploid,39.1,0.0736,0.0255,2.63,0.0263,1.031372549,6.86,0.346467391,35.5,0.0709,0.0234,2.68,0.0268,1.145299145,6.89,0.330042313,NA,NA,NA,NA,NA,NA,NA,NA,0.02445,37.3,0.338254852,NA,1.088335847,0,1,0,0,1,0.1641,0.1641,0.0971,0.2612,0.591712371,0.0514,0.0457,0,0.628254211,0.196784074,0.174961715
Blue2-2,Blue,11,227,H,0.93291278,16,0.0858,1.108,Y,Untreated Diploid,49.5,0.2057,0.057,5.89,0.0589,1.033333333,11.52,0.277102577,53.6,0.2084,0.0564,6.19,0.0619,1.09751773,11.66,0.270633397,42.1,0.1795,0.05,5.68,0.0568,1.136,10.36,0.278551532,0.054466667,48.4,0.275429169,0.007849802,1.088950354,1,1,0,0,2,0.8678,0.875649802,0.3238,1.199449802,0.369782531,0.101,0.2228,0,0.730042892,0.084205275,0.185751834
CheneyA-2018,Cheney,6,278,C,0.717778051,16,0.0125,0.93,Y,Untreated Diploid,45.9,0.0624,0.0228,2.56,0.0256,1.122807018,6.79,0.365384615,48.7,0.0777,0.0281,2.97,0.0297,1.056939502,7.19,0.361647362,NA,NA,NA,NA,NA,NA,NA,NA,0.02545,47.3,0.363515989,NA,1.08987326,0,0,0,0,0,0.1574,0.1574,0.1205,0.2779,0.765565438,0.0571,0.0634,0,0.566390788,0.205469593,0.228139619
Santa8-2018,Santa,32,769,H,NA,NA,0.0645,1.042,Y,Treated Diploid,49.4,0.2442,0.0751,8.63,0.0863,1.149134487,12.64,0.307534808,50.3,0.2555,0.0839,8.65,0.0865,1.030989273,13.5,0.328375734,NA,NA,NA,NA,NA,NA,NA,NA,0.0795,49.85,0.317955271,NA,1.09006188,0,1,1,1,3,0.9119,0.9119,0.2854,1.1973,0.312972914,0.1534,0.132,0,0.761630335,0.128121607,0.110248058
Blue16-2018,Blue,1,145,C,0.992561479,20,0.1237,NA,,Treated Diploid,48.6,0.0728,0.0256,2.82,0.0282,1.1015625,7.91,0.351648352,50.2,0.0832,0.028,3.02,0.0302,1.078571429,8.34,0.336538462,NA,NA,NA,NA,NA,NA,NA,NA,0.0268,49.4,0.344093407,NA,1.090066965,0,0,1,0,1,0.1621,0.1621,0.1264,0.2885,0.779765577,0.0569,0.0695,0,0.56187175,0.197227036,0.240901213
Blue19-2018,Blue,14,190,H,0.920226542,19,0.0458,1.087,Y,Treated Diploid,48.9,0.1939,0.0545,5.98,0.0598,1.097247706,10.96,0.281072718,49.3,0.2289,0.0651,6.87,0.0687,1.055299539,11.94,0.28440367,NA,NA,0.0624,6.98,0.0698,1.118589744,11.55,NA,0.060666667,49.1,0.282738194,0.016807053,1.090378996,1,1,0,1,3,0.9391,0.955907053,0.3537,1.309607053,0.370015054,0.1659,0.1878,0,0.729918987,0.12667922,0.143401793
Blue11-2018,Blue,3,339,C,0.484068536,10,0.0784,NA,,Treated Diploid,44.4,0.0522,0.0193,2.17,0.0217,1.124352332,6.54,0.369731801,47.4,0.0648,0.023,2.43,0.0243,1.056521739,6.71,0.354938272,NA,NA,NA,NA,NA,NA,NA,NA,0.02115,45.9,0.362335037,NA,1.090437036,1,1,1,1,4,0.1801,0.1801,0.1815,0.3616,1.007773459,0.1054,0.0761,0,0.498064159,0.291482301,0.21045354
Cheney2-2018,Cheney,6,254,C,0.574924942,11,0.0129,1.128,Y,Untreated Diploid,47,0.0672,0.0242,2.51,0.0251,1.037190083,6.61,0.360119048,47.3,0.0621,0.0205,2.35,0.0235,1.146341463,6.32,0.330112721,NA,NA,NA,NA,NA,NA,NA,NA,0.02235,47.15,0.345115885,NA,1.091765773,1,1,1,1,4,0.1536,0.1536,0.0801,0.2337,0.521484375,0.0353,0.0448,0,0.657252888,0.151048353,0.191698759
Santa9-2018,Santa,5,61,C,0.235644127,5,0.056,1.133,Y,Treated Diploid,40.8,0.082,0.0253,3.01,0.0301,1.18972332,7.09,0.308536585,48.4,0.0973,0.0351,3.55,0.0355,1.011396011,7.94,0.360739979,46.1,0.0967,0.0322,3.47,0.0347,1.077639752,7.77,0.332988625,0.030866667,45.1,0.334088396,0.00454294,1.092919694,0,0,1,1,2,0.1955,0.20004294,0.2332,0.43324294,1.165749714,0.1095,0.1237,0,0.461733872,0.25274503,0.285521098
Blue14-2018,Blue,22,354,L,0.358762979,8,NA,NA,,Treated Diploid,37.9,0.035,0.012,1.28,0.0128,1.066666667,5.12,0.342857143,37.8,0.0353,0.0117,1.3,0.013,1.111111111,5.03,0.331444759,NA,NA,0.0099,1.09,0.0109,1.101010101,4.58,NA,0.0112,37.85,0.337150951,0.005173698,1.092929293,1,1,1,1,4,0.0738,0.078973698,0.0835,0.162473698,1.057314044,0.0267,0.0568,0,0.486070662,0.164334291,0.349595046
Blue2-2,Blue,17,221,L,0.18058548,5,NA,NA,,Untreated Diploid,43.8,0.0446,0.0144,1.55,0.0155,1.076388889,5.57,0.322869955,41.1,0.0471,0.0146,1.62,0.0162,1.109589041,5.62,0.309978769,NA,NA,NA,NA,NA,NA,NA,NA,0.0145,42.45,0.316424362,0.014216766,1.092988965,0,1,0,0,1,0.093,0.107216766,0.0548,0.162016766,0.511114092,0.0354,0.0194,0,0.6617634,0.218495906,0.119740694
Blue2-2018,Blue,18,174,L,0.269414219,6,NA,NA,,Treated Diploid,37.5,0.0301,0.0086,1.05,0.0105,1.220930233,4.47,0.285714286,44.7,0.029,0.0106,1.03,0.0103,0.971698113,4.42,0.365517241,NA,NA,NA,NA,NA,NA,NA,NA,0.0096,41.1,0.325615764,0.028830588,1.096314173,0,0,0,0,0,0.0361,0.064930588,0.0405,0.105430588,0.623743004,0.0253,0.0152,0,0.615861006,0.23996831,0.144170684
Blue19-2018,Blue,7,183,C,0.740139245,17,0.0679,NA,,Treated Diploid,45.9,0.0673,0.0238,2.67,0.0267,1.121848739,7.35,0.353640416,45,0.0744,0.0242,2.73,0.0273,1.128099174,7.22,0.325268817,45.2,0.0792,0.0278,2.92,0.0292,1.050359712,7.82,0.351010101,0.025266667,45.36666667,0.343306445,0.016459151,1.100102542,0,0,0,0,0,0.2257,0.242159151,0.1811,0.423259151,0.747855281,0.1123,0.0688,0,0.572129747,0.265322084,0.162548169
Santa17-2018,Santa,6,86,C,0.865052693,19,0.0131,1.09,Y,Treated Diploid,47.5,0.0622,0.0192,2.26,0.0226,1.177083333,6.29,0.308681672,46.2,0.0687,0.0241,2.47,0.0247,1.024896266,6.65,0.350800582,NA,NA,NA,NA,NA,NA,NA,NA,0.02165,46.85,0.329741127,NA,1.1009898,0,0,0,0,0,0.1666,0.1666,0.1011,0.2677,0.606842737,0.0523,0.0488,0,0.622338439,0.195367949,0.182293612
Blue3-2018,Blue,6,158,C,0.146720857,4,0.0143,1.042,Y,Treated Diploid,50,0.103,0.0354,3.98,0.0398,1.124293785,8.82,0.34368932,47.7,0.0955,0.0326,3.52,0.0352,1.079754601,8.33,0.341361257,NA,NA,NA,NA,NA,NA,NA,NA,0.034,48.85,0.342525289,NA,1.102024193,0,0,0,0,0,0.2616,0.2616,0.1977,0.4593,0.755733945,0.1029,0.0948,0,0.569562378,0.224036577,0.206401045
KB2-8,KB,10,82,H,0.809381641,17,0.0573,1.067,Y,Treated Diploid,58.7,0.2194,0.056,6.58,0.0658,1.175,10.75,0.255241568,54.1,0.2647,0.0683,7.67,0.0767,1.122986823,11.58,0.258027956,54.4,0.3067,0.0812,8.2,0.082,1.009852217,12.48,0.264753831,0.0685,55.73333333,0.259341118,0.02604515,1.102613013,1,1,1,1,4,0.9407,0.96674515,0.2911,1.25784515,0.301113484,0.0936,0.1975,0,0.768572467,0.074412975,0.157014558
Santa-3,Santa,4,316,C,0.980303957,19,0.0369,1.057,Y,Untreated Diploid,42.2,0.1134,0.0396,4.64,0.0464,1.171717172,8.81,0.349206349,41.1,0.1113,0.041,4.24,0.0424,1.034146341,8.47,0.368373765,NA,NA,NA,NA,NA,NA,NA,NA,0.0403,41.65,0.358790057,NA,1.102931757,0,1,0,0,1,0.217,0.217,0.1056,0.3226,0.486635945,0.0559,0.0497,0,0.67265964,0.173279603,0.154060756
Santa5-2018,Santa,31,744,C,NA,NA,0.0155,1.072,Y,Treated Diploid,44.6,0.0533,0.0176,1.97,0.0197,1.119318182,5.91,0.330206379,NA,0.057,0.0196,2.13,0.0213,1.086734694,6.13,0.343859649,NA,NA,NA,NA,NA,NA,NA,NA,0.0186,44.6,0.337033014,NA,1.103026438,1,1,1,1,4,0.2002,0.2002,0.0624,0.2626,0.311688312,0.0253,0.0371,0,0.762376238,0.09634425,0.141279513
