Plant_ID,above_A630,above_mg.L,above_ashed_weight_g,above_ashed_weight_mg,above_decimal_percent_phosphorus,asin_above_percent_P,above_percent_phorphorus,below_A630,below_mg.L,below_ashed_weight_g,below_ashed_weight_mg,below_decimal_percent_phosphorus,asin_below_percent_P,below_percent_phorphorus,Accession,Population,Tray,Treatment,Cytotype,avg_leaf_dry_mass,avg_chlorophyll,avg_DMC,avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,root_to_shoot_raio,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,normalized_belowground_mass,normalized_rhizome_mass,normalized_fine_roots_mass,normalized_avg_leaf_dry_mass
33,NA,NA,NA,NA,NA,NA,NA,0.91,0.444594,0.0244,24.4,0.018221066,0.018222074,1.822106557,Ben1-2,Benewah,9,H,Tetraploid,0.0486,35.8,0.266054364,1.336155744,0,0,0,0,0,0.824560904,0.3044,1.128960904,0.369166181,0.1137,0.1907,0,0.730371531,0.269628469,0.100712079,0.16891639,0.043048435
35,0.474,0.2131562,0.0254,25.4,0.008391976,0.008392075,0.839197638,1.156,0.5277628,0.0327,32.7,0.016139535,0.016140236,1.613953517,Ben1-2,Benewah,11,H,Tetraploid,0.0502,44.03333333,0.249544758,1.256243465,0,0,1,1,2,1.000703018,0.2256,1.226303018,0.225441511,0.0904,0.1352,0,0.816032419,0.183967581,0.073717506,0.110250075,0.040936049
36,0.52,0.231284,0.0325,32.5,0.007116431,0.007116491,0.711643077,0.663,0.3251942,0.0239,23.9,0.013606452,0.013606872,1.360645188,Ben1-2,Benewah,12,H,Tetraploid,0.043333333,51.46666667,0.299245431,1.248718714,1,0,0,0,1,1.175873285,0.4743,1.650173285,0.403359789,0.2104,0.2639,0,0.71257564,0.28742436,0.127501761,0.159922599,0.026259868
9,0.298,0.1265666,0.0177,17.7,0.007150655,0.007150716,0.7150655,NA,NA,NA,NA,NA,NA,NA,CLD1-6,CDL,9,H,Tetraploid,0.062133333,45,0.261022698,1.04393747,0,1,1,0,2,0.6455,0.258,0.9035,0.399690163,0.0823,0.1757,0,0.71444383,0.28555617,0.091090205,0.194465966,0.068769599
10,0.352,0.1746584,0.0277,27.7,0.006305357,0.006305399,0.63053574,NA,NA,NA,NA,NA,NA,NA,CLD1-6,CDL,10,H,Tetraploid,0.062433333,44,0.292616769,1.043419345,0,0,0,0,0,0.610459293,0.1788,0.789259293,0.292894223,0.0567,0.1221,0,0.77345848,0.22654152,0.071839509,0.154702011,0.079103703
22,NA,NA,NA,NA,NA,NA,NA,0.929,0.4361259,0.0262,26.2,0.016646027,0.016646796,1.664602672,CLD1-1,CDL,14,H,Tetraploid,0.061933333,46.5,0.28360639,1.116400208,0,0,0,0,0,0.811497647,0.2569,1.068397647,0.316575163,0.123,0.1339,0,0.759546457,0.240453543,0.115125675,0.125327869,0.057968429
24,0.266,0.1630694,0.0204,20.4,0.007993598,0.007993683,0.799359804,0.446,0.1963782,0.0137,13.7,0.014334175,0.014334666,1.433417518,CLD1-1,CDL,16,H,Tetraploid,0.048266667,40.06666667,0.241264912,1.363051905,0,1,0,0,1,0.697573815,0.327,1.024573815,0.468767596,0.1269,0.2001,0,0.680842907,0.319157093,0.123856376,0.195300716,0.047109019
30,0.129,0.0468493,0.0188,18.8,0.002491984,0.002491987,0.249198404,0.132,0.0558772,0.0128,12.8,0.004365406,0.00436542,0.436540625,Ben1-2,Benewah,18,L,Tetraploid,0.0093,34.95,0.356806068,1.152133581,0,1,0,0,1,0.052877666,0.0584,0.111277666,1.104436039,0.0246,0.0338,0,0.475186692,0.524813308,0.221068619,0.303744689,0.083574722
7,NA,NA,NA,NA,NA,NA,NA,0.119,0.0622246,0.0103,10.3,0.006041223,0.00604126,0.60412233,CLD1-6,CDL,19,L,Tetraploid,0.0159,40.8,0.334422658,1.114111499,1,1,1,1,4,0.0872,0.0563,0.1435,0.645642202,0.0136,0.0427,0,0.607665505,0.392334495,0.094773519,0.297560976,0.110801394
17,0.147,0.0553399,0.0193,19.3,0.002867352,0.002867356,0.286735233,0.04,0.011984,0.0058,5.8,0.002066207,0.002066208,0.20662069,CLD1-1,CDL,21,L,Tetraploid,0.0054,34.03333333,0.307568093,1.277275903,0,0,0,0,0,0.027584003,0.0849,0.112484003,3.077870895,0.071,0.0139,0,0.245226008,0.754773992,0.631200865,0.123573127,0.048006826
