Plant_ID,above_percent_N,above_percent_C,below_percent_N,below_percent_C,Accession,Population,Tray,Ploidy,Treatment,rand_placement_within_tray,Placement,randomized_tray_layout,flow_fresh_tissue_weight,DNA_content,FLOW,flow_ploidy,finalized_ploidy,leaf_1_chlorophyll,leaf_1_fresh_mass,leaf_1_dry_mass,leaf_1_area_cm,leaf_1_area_m,leaf_1_SLA,leaf_1_perimeter_cm,leaf_1_DMC,leaf_2_chlorophyll,leaf_2_fresh_mass,leaf_2_dry_mass,leaf_2_area_cm,leaf_2_area_m,leaf_2_SLA,leaf_2_perimeter,leaf_2_DMC,leaf_3_chlorophyll,leaf_3_fresh_mass,leaf_3_dry_mass,leaf_3_area,leaf_3_area_m,leaf_3_SLA,leaf_3_perimeter,leaf_3_DMC,avg_leaf_dry_mass,avg_chlorophyll,log_avg_chlorophyll,avg_DMC,arcsine_avg_DMC,est_flo_dry_leaf_weight,avg_SLA,log_avg_SLA,leaf_curl,whorled_leaf,tick_stem,thick_leaf,Sum,aboveground_dry_mass,total_aboveground_biomass,belowground_dry_mass,total_biomass_g,log_Total_biomass_g,total_biomass_avg_ploidy,total_biomass_SD_ploidy,total_biomass_N_ploidy,root_to_shoot_raio,rootshoot_avg_ploidy,rootshoot_SD_ploidy,rootshoot_N_ploidy,rhizome_weight,fine_roots_weight,Died,normalized_aboveground_mass,arcsine_normalized_aboveground_mass,normal_above_mass_avg_ploidy,normal_above_mass_SD_ploidy,normal_above_mass_N_ploidy,normalized_belowground_mass,arcsine_normal_beloground_mass,normal_below_mass_avg_ploidy,normal_below_mass_SD_ploidy,normal_below_mass_N_ploidy,normalized_rhizome_mass,arcsine_normal_rhizome_mass,normal_rhizome_mass_avg_ploidy,normal_rhizome_mass_SD_ploidy,normal_rhizome_mass_N_ploidy,normalized_fine_roots_mass,arcsine_normal_fine_root_mass,normal_fineroot_mass_avg_ploidy,normal_fineroot_mass_SD_ploidy,normal_fineroot_mass_N_ploidy,normalized_avg_leaf_dry_mass
207,0.866,44.645,1.024,40.772,Blue2-1,Blue,7,2x,Control,0.581663316,14,NA,0.0656,1.223,Y,2X,2x,47.4,0.0541,0.0176,2.01,0.0201,1.142045455,6.46,0.325323475,48.9,0.0664,0.0204,2.4,0.024,1.176470588,6.83,0.307228916,51.2,0.0638,0.02,2.33,0.0233,1.165,6.56,0.313479624,0.019333333,49.16666667,1.691670766,0.315344005,0.596263882,0.037553855,1.161172014,0.06489656,1,1,0,0,2,0.1204,0.157953855,0.0784,0.236353855,-0.62643731,NA,NA,NA,0.496347493,NA,NA,NA,0.0391,0.0393,0,0.668293965,0.957043687,NA,NA,NA,0.331706035,0.61375264,NA,NA,NA,0.165429923,0.418872597,NA,NA,NA,0.166276112,0.420010105,NA,NA,NA,0.081798255
235,0.592,43.403,1.041,44.339,Blue2-3,Blue,23,2x,Low,0.07794926,4,NA,NA,NA,,,2x,35.9,0.0297,0.0106,1.28,0.0128,1.20754717,4.81,0.356902357,36.2,0.0344,0.0121,1.38,0.0138,1.140495868,5.14,0.351744186,NA,NA,NA,NA,NA,NA,NA,NA,0.01135,36.05,1.556905269,0.354323272,0.637577478,0.014860246,1.174021519,0.069676057,1,0,0,0,1,0.0901,0.104960246,0.0573,0.162260246,-0.78978787,NA,NA,NA,0.545920977,NA,NA,NA,0.0292,0.0281,0,0.646863595,0.934460014,NA,NA,NA,0.353136405,0.636336313,NA,NA,NA,0.179957819,0.438094132,NA,NA,NA,0.173178586,0.429204197,NA,NA,NA,0.069949358
266,0.781,50.484,1.056,35.209,Cheney7-2018,Cheney,2,2x,Control,0.964151858,18,NA,0.0638,1.148,Y,2X,2x,45.8,0.0726,0.0288,3.06,0.0306,1.0625,7.27,0.396694215,46.4,0.0663,0.024,2.64,0.0264,1.1,6.79,0.36199095,41.2,0.0642,0.0224,2.72,0.0272,1.214285714,6.68,0.348909657,0.025066667,44.46666667,1.648034575,0.369198274,0.653056595,0.02290563,1.125595238,0.051382247,0,0,0,0,0,0.159,0.18190563,0.1711,0.35300563,-0.452218368,NA,NA,NA,0.940597605,NA,NA,NA,0.0962,0.0749,0,0.515305181,0.800705736,NA,NA,NA,0.484694819,0.770090591,NA,NA,NA,0.2725169,0.549231034,NA,NA,NA,0.212177919,0.478702312,NA,NA,NA,0.071009256
291,NA,NA,1.111,42.823,KB2-2,KB,3,2x,Control,0.144172956,3,NA,0.1201,1.329,Y,2X,2x,37,0.1004,0.0366,3.48,0.0348,0.950819672,8.08,0.364541833,41.1,0.1015,0.0345,3.59,0.0359,1.04057971,8.27,0.339901478,NA,NA,NA,NA,NA,NA,NA,NA,0.03555,39.05,1.591621038,0.352221656,0.63537907,NA,0.995699691,-0.001871628,0,1,0,0,1,0.1816,0.1816,0.2095,0.3911,-0.407712184,NA,NA,NA,1.153634361,NA,NA,NA,0.1432,0.0663,0,0.464331373,0.749699214,NA,NA,NA,0.535668627,0.821097113,NA,NA,NA,0.366146766,0.649892251,NA,NA,NA,0.169521861,0.424351982,NA,NA,NA,0.090897469
305,1.135,45.152,1.122,43.31,Santa-1,Santa,21,2x,Low,0.01855472,1,NA,NA,NA,,,2x,43.9,0.0412,0.0109,1.44,0.0144,1.321100917,5.08,0.264563107,43.7,0.0356,0.011,1.31,0.0131,1.190909091,4.87,0.308988764,NA,NA,NA,NA,NA,NA,NA,NA,0.01095,43.8,1.641474111,0.286775936,0.56511702,0.010478924,1.256005004,0.09899137,0,0,1,0,1,0.0424,0.052878924,0.021,0.073878924,-1.131479438,NA,NA,NA,0.397133648,NA,NA,NA,0.0051,0.0159,0,0.715751139,1.008476866,NA,NA,NA,0.284248861,0.562319461,NA,NA,NA,0.069031866,0.265860009,NA,NA,NA,0.215216995,0.482409286,NA,NA,NA,0.148215478
206,NA,NA,1.128,40.728,Blue2-1,Blue,6,2x,Control,0.654164994,14,NA,0.025,NA,,,2x,48.4,0.0958,0.034,3.37,0.0337,0.991176471,8.37,0.354906054,53.7,0.0992,0.0333,3.39,0.0339,1.018018018,8.57,0.335685484,NA,NA,NA,NA,NA,NA,NA,NA,0.03365,51.05,1.707995746,0.345295769,0.62811271,NA,1.004597245,0.001991983,0,0,0,0,0,0.2652,0.2652,0.1675,0.4327,-0.363813105,NA,NA,NA,0.631598793,NA,NA,NA,0.1004,0.0671,0,0.612895771,0.899275906,NA,NA,NA,0.387104229,0.671520421,NA,NA,NA,0.232031431,0.502589478,NA,NA,NA,0.155072799,0.404754205,NA,NA,NA,0.077767506
245,0.526,40.787,1.13,29.176,Blue6-2018,Blue,17,2x,Low,0.012730958,2,NA,NA,NA,,,2x,36.1,0.0151,0.007,0.69,0.0069,0.985714286,3.49,0.463576159,37.1,0.0193,0.0067,0.82,0.0082,1.223880597,3.91,0.347150259,NA,NA,NA,NA,NA,NA,NA,NA,0.00685,36.6,1.563481085,0.405363209,0.690187012,0.009229773,1.104797442,0.04328266,0,1,0,0,1,0.0232,0.032429773,0.0355,0.067929773,-1.167939837,NA,NA,NA,1.094673096,NA,NA,NA,0.0164,0.0191,0,0.477401463,0.762791925,NA,NA,NA,0.522598537,0.808004401,NA,NA,NA,0.241425803,0.513640232,NA,NA,NA,0.281172734,0.558903937,NA,NA,NA,0.100839436
327,0.999,45.123,1.255,42.585,Santa4-2018,Santa,7,2x,Control,0.41572912,10,NA,0.0865,0.854,Y,2X,2x,44.1,0.0686,0.0238,2.54,0.0254,1.067226891,6.86,0.346938776,46.4,0.0538,0.0394,1.97,0.0197,0.5,5.72,NA,48.5,0.0618,0.0219,2.29,0.0229,1.0456621,6.49,0.354368932,0.028366667,46.33333333,1.665893546,0.350653854,0.633737114,0.046728947,0.870962997,-0.060000296,1,1,1,1,4,0.1174,0.164128947,0.0946,0.258728947,-0.587154979,NA,NA,NA,0.576376086,NA,NA,NA,0.0455,0.0491,0,0.634366386,0.921436746,NA,NA,NA,0.365633614,0.64935958,NA,NA,NA,0.175859719,0.432736161,NA,NA,NA,0.189773895,0.450738568,NA,NA,NA,0.109638552
295,1.075,45.104,1.341,45.087,KB2-2,KB,19,2x,Low,0.781535485,16,NA,NA,NA,,,2x,41.7,0.0375,0.0104,1.4,0.014,1.346153846,4.99,0.277333333,NA,0.0368,0.0112,1.37,0.0137,1.223214286,4.97,0.304347826,NA,NA,NA,NA,NA,NA,NA,NA,0.0108,41.7,1.620136055,0.29084058,0.569601342,0.021639477,1.284684066,0.108796338,1,0,1,1,3,0.0473,0.068939477,0.0464,0.115339477,-0.938022022,NA,NA,NA,0.673054134,NA,NA,NA,0.0214,0.025,0,0.597709291,0.883740285,NA,NA,NA,0.402290709,0.687056042,NA,NA,NA,0.185539249,0.445315543,NA,NA,NA,0.21675146,0.484273751,NA,NA,NA,0.093636631
267,NA,NA,1.378,46.099,Cheney7-2018,Cheney,3,2x,Control,0.85744506,17,NA,0.1041,NA,,,2x,52.5,0.0753,0.0267,2.6,0.026,0.973782772,6.79,0.354581673,47.6,0.0943,0.0346,3.21,0.0321,0.927745665,7.48,0.366914104,NA,NA,NA,NA,NA,NA,NA,NA,0.03065,50.05,1.699404082,0.360747889,0.644279983,NA,0.950764219,-0.021927171,0,1,1,1,3,0.093,0.093,0.1372,0.2302,-0.637894681,NA,NA,NA,1.475268817,NA,NA,NA,0.085,0.0522,0,0.403996525,0.688794794,NA,NA,NA,0.596003475,0.882001533,NA,NA,NA,0.369244136,0.653104112,NA,NA,NA,0.22675934,0.496319715,NA,NA,NA,0.133145091
236,0.417,42.477,1.405,47.327,Blue2-3,Blue,24,2x,Low,0.444920381,8,NA,NA,NA,,,2x,43.5,0.0333,0.0392,1.2,0.012,NA,4.53,NA,44.7,0.0301,0.0293,1.13,0.0113,NA,4.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03425,44.1,1.644438589,NA,NA,NA,NA,NA,0,0,0,0,0,0.0511,0.0511,0.0369,0.088,-1.055517328,NA,NA,NA,0.722113503,NA,NA,NA,0.0214,0.0155,0,0.580681818,0.866434284,NA,NA,NA,0.419318182,0.704362043,NA,NA,NA,0.243181818,0.51568937,NA,NA,NA,0.176136364,0.433099385,NA,NA,NA,0.389204545
259,0.746,44.718,1.414,41.497,Cheney2-2018,Cheney,23,2x,Low,0.354618473,8,NA,NA,NA,,,2x,41.1,0.0201,0.0069,0.83,0.0083,1.202898551,3.89,0.343283582,39.5,0.0261,0.0088,1.05,0.0105,1.193181818,4.22,0.337164751,NA,NA,NA,NA,NA,NA,NA,NA,0.00785,40.3,1.605305046,0.340224167,0.622770009,0.029919862,1.198040185,0.078471386,1,1,1,1,4,0.0283,0.058219862,0.0188,0.077019862,-1.113397264,NA,NA,NA,0.322913854,NA,NA,NA,0.0078,0.011,0,0.755907119,1.054045795,NA,NA,NA,0.244092881,0.516750532,NA,NA,NA,0.101272578,0.32386556,NA,NA,NA,0.142820303,0.387544044,NA,NA,NA,0.101921761
243,NA,NA,1.434,41.123,Blue6-2018,Blue,3,2x,Control,0.373618732,7,NA,0.1007,NA,,,2x,37.2,0.0643,0.0183,2.33,0.0233,1.273224044,6.58,0.284603421,41.3,0.0641,0.0197,2.52,0.0252,1.279187817,7.07,0.307332293,NA,NA,NA,NA,NA,NA,NA,NA,0.019,39.25,1.593839661,0.295967857,0.575231775,NA,1.276205931,0.105920759,0,1,0,0,1,0.121,0.121,0.137,0.258,-0.588380294,NA,NA,NA,1.132231405,NA,NA,NA,0.0886,0.0484,0,0.468992248,0.754370501,NA,NA,NA,0.531007752,0.816425825,NA,NA,NA,0.343410853,0.626129242,NA,NA,NA,0.187596899,0.447956515,NA,NA,NA,0.073643411
324,1.648,51.534,1.438,31.383,Santa-3,Santa,12,2x,High,0.728307213,12,NA,0.032,1.077,Y,2X,2x,47.3,0.127,0.0378,4.97,0.0497,1.314814815,9.51,0.297637795,49,0.135,0.0402,5.21,0.0521,1.2960199,9.85,0.297777778,51.7,0.1184,0.037,4.64,0.0464,1.254054054,9.47,0.3125,0.038333333,49.33333333,1.693140461,0.302638524,0.582515014,0.008528237,1.288296256,0.110015745,0,1,0,0,1,0.7499,0.758428237,0.4166,1.175028237,0.070048303,NA,NA,NA,0.549293894,NA,NA,NA,0.1731,0.2435,0,0.645455329,0.932987426,NA,NA,NA,0.354544671,0.637808901,NA,NA,NA,0.147315609,0.393926527,NA,NA,NA,0.207229063,0.47262399,NA,NA,NA,0.032623329
254,0.778,45.936,1.477,40.208,Cheney2-2018,Cheney,6,2x,Control,0.574924942,11,NA,0.0129,1.128,Y,2X,2x,47,0.0672,0.0242,2.51,0.0251,1.037190083,6.61,0.360119048,47.3,0.0621,0.0205,2.35,0.0235,1.146341463,6.32,0.330112721,NA,NA,NA,NA,NA,NA,NA,NA,0.02235,47.15,1.673481697,0.345115885,0.627923532,NA,1.091765773,0.038129475,1,1,1,1,4,0.1536,0.1536,0.0801,0.2337,-0.631341288,NA,NA,NA,0.521484375,NA,NA,NA,0.0353,0.0448,0,0.657252888,0.945366146,NA,NA,NA,0.342747112,0.625430181,NA,NA,NA,0.151048353,0.399165299,NA,NA,NA,0.191698759,0.453188249,NA,NA,NA,0.09563543
251,1.223,45.129,1.483,38.438,Blue6-2018,Blue,11,2x,High,0.610364414,13,NA,0.0609,1.104,Y,2X,2x,51.1,0.1619,0.0453,5.39,0.0539,1.189845475,10.72,0.279802347,52.5,0.146,0.0421,4.82,0.0482,1.144893112,9.99,0.288356164,51.6,0.1734,0.0449,5.39,0.0539,1.200445434,9.93,0.25893887,0.0441,51.73333333,1.713770462,0.275699127,0.552798058,0.035054675,1.178394674,0.071290771,1,1,0,0,2,0.7315,0.766554675,0.4177,1.184254675,0.073445108,NA,NA,NA,0.544905685,NA,NA,NA,0.1875,0.2302,0,0.647288705,0.934904802,NA,NA,NA,0.352711295,0.635891525,NA,NA,NA,0.158327431,0.409230839,NA,NA,NA,0.194383864,0.456589846,NA,NA,NA,0.037238612
278,NA,NA,1.504,38.198,CheneyA-2018,Cheney,6,2x,Control,0.717778051,16,NA,0.0125,0.093,Y,2X,2x,45.9,0.0624,0.0228,2.56,0.0256,1.122807018,6.79,0.365384615,48.7,0.0777,0.0281,2.97,0.0297,1.056939502,7.19,0.361647362,NA,NA,NA,NA,NA,NA,NA,NA,0.02545,47.3,1.674861141,0.363515989,0.647159726,NA,1.08987326,0.037375997,0,0,0,0,0,0.1574,0.1574,0.1205,0.2779,-0.556111453,NA,NA,NA,0.765565438,NA,NA,NA,0.0571,0.0634,0,0.566390788,0.851985604,NA,NA,NA,0.433609212,0.718810722,NA,NA,NA,0.205469593,0.470450105,NA,NA,NA,0.228139619,0.4979661,NA,NA,NA,0.091579705
195,NA,NA,1.566,36.95,Blue1-3,Blue,3,2x,Control,0.808055436,14,NA,0.0886,1.06,Y,2X,2x,47.1,0.0596,0.0177,2.26,0.0226,1.276836158,6.47,0.296979866,40.5,0.0553,0.0173,2.18,0.0218,1.260115607,6.4,0.31283906,NA,NA,NA,NA,NA,NA,NA,NA,0.0175,43.8,1.641474111,0.304909463,0.58498404,NA,1.268475883,0.103282215,1,1,1,1,4,0.0934,0.0934,0.0748,0.1682,-0.774174009,NA,NA,NA,0.800856531,NA,NA,NA,0.0537,0.0211,0,0.55529132,0.840802797,NA,NA,NA,0.44470868,0.72999353,NA,NA,NA,0.319262782,0.600473776,NA,NA,NA,0.125445898,0.362040744,NA,NA,NA,0.104042806
271,1.421,46.006,1.566,43.393,Cheney7-2018,Cheney,19,2x,Low,0.689632801,15,NA,NA,NA,,,2x,35.5,NA,0.0087,1.24,0.0124,1.425287356,4.53,NA,39.1,0.0246,0.0083,1.08,0.0108,1.301204819,4.33,0.337398374,NA,NA,NA,NA,NA,NA,NA,NA,0.0085,37.3,1.571708832,0.337398374,0.619784836,0.023017544,1.363246088,0.13457426,0,0,1,1,2,0.0227,0.045717544,0.0304,0.076117544,-1.118515233,NA,NA,NA,0.664952606,NA,NA,NA,0.0123,0.0181,0,0.600617697,0.886707639,NA,NA,NA,0.399382303,0.684088687,NA,NA,NA,0.161592182,0.413684013,NA,NA,NA,0.237790121,0.509381412,NA,NA,NA,0.111669394
228,NA,NA,1.602,30.054,Blue2-2,Blue,12,2x,High,0.4939627,8,NA,0.0711,1.1414,Y,2X,2x,55.7,0.1926,0.0546,6.32,0.0632,1.157509158,11.62,0.283489097,48.8,0.16,0.036,5.69,0.0569,1.580555556,10.65,0.225,57.7,0.2062,0.0548,6.69,0.0669,1.22080292,11.51,0.265761397,0.048466667,54.06666667,1.732929595,0.258083498,0.532883558,0.002891375,1.319622545,0.120449727,0,0,1,0,1,1.0194,1.022291375,0.2118,1.234091375,0.091347317,NA,NA,NA,0.207181636,NA,NA,NA,0.0702,0.1416,0,0.828375755,1.143649616,NA,NA,NA,0.171624245,0.42714671,NA,NA,NA,0.056883956,0.240824668,NA,NA,NA,0.114740288,0.345570343,NA,NA,NA,0.039273159
323,NA,NA,1.608,43.155,Santa-3,Santa,11,2x,High,0.042203707,2,NA,0.0803,1.122,Y,2X,2x,40.6,0.0924,0.0204,3.93,0.0393,1.926470588,8.39,0.220779221,43.6,0.126,0.0316,4.59,0.0459,1.452531646,9.52,0.250793651,40.2,0.1552,0.0412,5.64,0.0564,1.368932039,9.95,0.265463918,0.031066667,41.46666667,1.617699126,0.24567893,0.518594693,0.027105442,1.582644758,0.199383444,0,0,1,1,2,0.887,0.914105442,0.3784,1.292505442,0.11143238,NA,NA,NA,0.413956621,NA,NA,NA,0.1176,0.2608,0,0.707235275,0.99907864,NA,NA,NA,0.292764725,0.571717687,NA,NA,NA,0.090986077,0.306411242,NA,NA,NA,0.201778648,0.465867231,NA,NA,NA,0.024036005
249,1.152,44.402,1.623,36.268,Blue6-2018,Blue,9,2x,High,0.468037818,10,NA,0.0888,1.013,Y,2X,2x,41,0.1913,0.0494,6.85,0.0685,1.386639676,11.08,0.258233142,42.8,0.1676,0.0477,5.57,0.0557,1.167714885,10.77,0.284606205,50.2,0.202,0.0605,6.57,0.0657,1.085950413,11.41,0.29950495,0.052533333,44.66666667,1.649983544,0.280781432,0.55846865,0.021282329,1.213434991,0.084016514,1,1,1,1,4,0.8315,0.852782329,0.3178,1.170582329,0.068401964,NA,NA,NA,0.372662506,NA,NA,NA,0.1224,0.1954,0,0.728511193,1.022720476,NA,NA,NA,0.271488807,0.548075851,NA,NA,NA,0.104563342,0.329280804,NA,NA,NA,0.166925465,0.420881442,NA,NA,NA,0.044877948
202,1.566,45.646,1.627,41.025,Blue1-3,Blue,10,2x,High,0.258035634,6,NA,0.0406,1.078,Y,2X,2x,52.9,0.2759,0.062,8.4,0.084,1.35483871,12.84,0.224719101,50.3,0.211,0.0462,6.43,0.0643,1.391774892,11.11,0.218957346,54.2,0.2677,0.0638,8.5,0.085,1.332288401,12.9,0.238326485,0.057333333,52.46666667,1.719883473,0.227334311,0.497005964,0.015429903,1.359634001,0.133422017,1,1,0,1,3,0.6684,0.683829903,0.2348,0.918629903,-0.036859422,NA,NA,NA,0.343360241,NA,NA,NA,0.0884,0.1464,0,0.744401963,1.040757263,NA,NA,NA,0.255598037,0.530039063,NA,NA,NA,0.096230266,0.315413959,NA,NA,NA,0.159367771,0.410653882,NA,NA,NA,0.062411786
217,0.745,44.55,1.631,40.442,Blue2-2,Blue,1,2x,Control,0.657331889,14,0.548286136,0.074,NA,,,2x,45.2,0.0999,0.035,3.53,0.0353,1.008571429,8.57,0.35035035,43.3,0.1081,0.0343,3.58,0.0358,1.043731778,8.12,0.317298797,NA,NA,NA,NA,NA,NA,NA,NA,0.03465,44.25,1.645913275,0.333824574,0.616000652,NA,1.026151604,0.011211528,0,1,0,0,1,0.2596,0.2596,0.1567,0.4163,-0.380593589,NA,NA,NA,0.603620955,NA,NA,NA,0.1007,0.056,0,0.623588758,0.910281313,NA,NA,NA,0.376411242,0.660515014,NA,NA,NA,0.241892866,0.514185753,NA,NA,NA,0.134518376,0.375531958,NA,NA,NA,0.083233245
262,NA,NA,1.821,38.994,Cheney2-2018,Cheney,14,2x,High,0.740232155,18,NA,0.0519,1.205,Y,2X,2x,42.7,0.1501,0.04,5.97,0.0597,1.4925,10.41,0.266489007,46.4,0.1194,0.0413,5.3,0.053,1.283292978,10.13,0.345896147,NA,NA,0.0495,6.11,0.0611,1.234343434,11.01,NA,0.0436,44.55,1.648847708,0.306192577,0.586376791,0.008632394,1.336712137,0.126037891,0,0,1,0,1,0.7265,0.735132394,0.2989,1.034032394,0.014534144,NA,NA,NA,0.406593428,NA,NA,NA,0.1245,0.1744,0,0.710937489,1.003154337,NA,NA,NA,0.289062511,0.56764199,NA,NA,NA,0.120402417,0.354360335,NA,NA,NA,0.168660093,0.423202443,NA,NA,NA,0.042165023
309,NA,NA,1.823,39.565,Santa-1,Santa,13,2x,High,0.558295154,13,NA,0.0444,1.002,Y,2X,2x,37.4,0.1112,0.0285,4.19,0.0419,1.470175439,8.67,0.256294964,36.2,0.12,0.0301,4.15,0.0415,1.378737542,8.57,0.250833333,NA,NA,0.0323,4.36,0.0436,1.349845201,8.99,NA,0.0303,36.8,1.565847819,0.253564149,0.527704614,0.012958804,1.399586061,0.145999609,0,0,0,0,0,0.6481,0.661058804,0.1502,0.811258804,-0.090840577,NA,NA,NA,0.227211254,NA,NA,NA,0.0409,0.1093,0,0.81485563,1.125988896,NA,NA,NA,0.18514437,0.444807431,NA,NA,NA,0.050415478,0.22646471,NA,NA,NA,0.134728892,0.375840342,NA,NA,NA,0.037349364
227,1.247,44.617,1.836,41.964,Blue2-2,Blue,11,2x,High,0.93291278,16,NA,0.0858,1.108,Y,2X,2x,49.5,0.2057,0.057,5.89,0.0589,1.033333333,11.52,0.277102577,53.6,0.2084,0.0564,6.19,0.0619,1.09751773,11.66,0.270633397,42.1,0.1795,0.05,5.68,0.0568,1.136,10.36,0.278551532,0.054466667,48.4,1.684845362,0.275429169,0.552495955,0.007849802,1.088950354,0.03700808,1,1,0,0,2,0.8678,0.875649802,0.3238,1.199449802,0.078982077,NA,NA,NA,0.369782531,NA,NA,NA,0.101,0.2228,0,0.730042892,1.02444407,NA,NA,NA,0.269957108,0.546352257,NA,NA,NA,0.084205275,0.294416443,NA,NA,NA,0.185751834,0.445588915,NA,NA,NA,0.045409709
222,0.805,44.213,1.894,35.915,Blue2-2,Blue,18,2x,Low,0.080055018,3,NA,NA,NA,,,2x,41,0.0509,0.0165,1.88,0.0188,1.139393939,6.1,0.324165029,40.2,0.0504,0.0137,1.85,0.0185,1.350364964,5.94,0.271825397,NA,NA,NA,NA,NA,NA,NA,NA,0.0151,40.6,1.608526034,0.297995213,0.577450239,0.011429798,1.244879452,0.095127299,0,0,0,0,0,0.087,0.098429798,0.0637,0.162129798,-0.790137158,NA,NA,NA,0.647161747,NA,NA,NA,0.0391,0.0246,0,0.60710492,0.893339574,NA,NA,NA,0.39289508,0.677456753,NA,NA,NA,0.241164798,0.513335226,NA,NA,NA,0.151730282,0.400116577,NA,NA,NA,0.093135255
231,1.294,44.959,1.902,42.019,Blue2-3,Blue,7,2x,Control,0.688917848,16,NA,0.0763,0.887,Y,2X,2x,51.2,0.0976,0.0297,3.49,0.0349,1.175084175,8.56,0.304303279,47.8,0.0866,0.026,3.18,0.0318,1.223076923,8.13,0.300230947,48.3,0.0986,0.0284,3.63,0.0363,1.278169014,8.73,0.288032454,0.028033333,49.1,1.691081492,0.297522227,0.576933058,0.038829158,1.225443371,0.088293247,1,1,1,1,4,0.1111,0.149929158,0.0662,0.216129158,-0.665286638,NA,NA,NA,0.441541865,NA,NA,NA,0.0288,0.0374,0,0.693701671,0.984304821,NA,NA,NA,0.306298329,0.586491506,NA,NA,NA,0.133253654,0.373674962,NA,NA,NA,0.173044675,0.429027227,NA,NA,NA,0.129706391
321,NA,NA,1.902,40.192,Santa-3,Santa,9,2x,High,0.069271868,2,NA,0.1495,1.124,Y,2X,2x,47.1,0.2177,0.0615,7.65,0.0765,1.243902439,11.94,0.282498852,48.2,0.1716,0.0503,6.12,0.0612,1.216699801,11.22,0.293123543,47.8,0.1869,0.0544,6.93,0.0693,1.273897059,11.14,0.291064741,0.0554,47.7,1.678518379,0.288895712,0.567458002,0.01109032,1.2448331,0.095111128,0,1,0,0,1,0.9184,0.92949032,0.3619,1.29139032,0.111057527,NA,NA,NA,0.389353167,NA,NA,NA,0.1475,0.2144,0,0.719759399,1.012929605,NA,NA,NA,0.280240601,0.557866722,NA,NA,NA,0.114217985,0.344750124,NA,NA,NA,0.166022617,0.419669583,NA,NA,NA,0.042899501
213,0.918,44.56,1.923,39.178,Blue2-1,Blue,13,2x,High,0.421809289,10,NA,0.0343,1.172,Y,2X,2x,50.1,0.1563,0.0474,5.43,0.0543,1.14556962,10.67,0.303262956,50.9,0.1293,0.0436,4.64,0.0464,1.064220183,9.74,0.337200309,NA,NA,NA,NA,NA,NA,NA,NA,0.0455,50.5,1.703291378,0.320231633,0.601512472,NA,1.104894902,0.04332097,0,1,0,0,1,0.8123,0.8123,0.2803,1.0926,0.038461196,NA,NA,NA,0.345069556,NA,NA,NA,0.1668,0.1135,0,0.743455977,1.039673564,NA,NA,NA,0.256544023,0.531122763,NA,NA,NA,0.152663372,0.401415381,NA,NA,NA,0.103880652,0.328163647,NA,NA,NA,0.041643785
263,1.24,43.443,1.953,37.293,Cheney2-2018,Cheney,15,2x,High,0.393187902,7,NA,0.0943,1.129,Y,2X,2x,45.8,0.0893,0.0239,3.29,0.0329,1.376569038,7.8,0.267637178,48.4,0.1193,0.0286,3.85,0.0385,1.346153846,8.62,0.239731769,NA,NA,0.0274,3.96,0.0396,1.445255474,8.73,NA,0.026633333,47.1,1.673020907,0.253684474,0.527842891,0.010132743,1.389326119,0.1428042,0,1,1,0,2,0.5798,0.589932743,0.2147,0.804632743,-0.094402299,NA,NA,NA,0.363939792,NA,NA,NA,0.0819,0.1328,0,0.733170192,1.027972784,NA,NA,NA,0.266829808,0.542823543,NA,NA,NA,0.101785567,0.324714801,NA,NA,NA,0.165044241,0.418353361,NA,NA,NA,0.033099987
226,NA,NA,1.96,42.184,Blue2-2,Blue,10,2x,High,0.241663314,4,NA,0.0798,1.121,Y,2X,2x,55.6,0.2425,0.0768,7.31,0.0731,0.951822917,12.32,0.316701031,55.8,0.2426,0.077,7.27,0.0727,0.944155844,12.15,0.317394889,55.1,0.1926,0.0607,6.26,0.0626,1.031301483,10.84,0.315160955,0.0715,55.5,1.744292983,0.316418958,0.597420079,0.012302496,0.975760081,-0.010656953,0,0,0,0,0,0.6728,0.685102496,0.198,0.883102496,-0.053988888,NA,NA,NA,0.289007851,NA,NA,NA,0.1055,0.0925,0,0.775790465,1.077527352,NA,NA,NA,0.224209535,0.493268975,NA,NA,NA,0.119465182,0.352917918,NA,NA,NA,0.104744353,0.329576471,NA,NA,NA,0.080964554
286,NA,NA,2.012,43.119,CheneyA-2018,Cheney,14,2x,High,0.119473557,5,NA,0.0522,1.172,Y,2X,2x,49,0.1439,0.0466,5.29,0.0529,1.135193133,9.91,0.323835997,48.9,0.2319,0.0651,8.08,0.0808,1.241167435,12.37,0.28072445,NA,NA,0.0419,5.13,0.0513,1.224343675,9.61,NA,0.0512,48.95,1.689752696,0.302280224,0.582124983,0.013103856,1.200234748,0.079266196,0,0,1,0,1,1.1191,1.132203856,0.3372,1.469403856,0.167141175,NA,NA,NA,0.297826225,NA,NA,NA,0.15,0.1872,0,0.770519181,1.071233812,NA,NA,NA,0.229480819,0.499562514,NA,NA,NA,0.102082215,0.325205029,NA,NA,NA,0.127398604,0.364978714,NA,NA,NA,0.034844063
